kindNum,sexCd,weight,noticeDays,processState
12,M,3,10,0
114,M,8,10,0
114,M,7,10,0
114,M,8,10,0
114,F,3,10,0
114,M,8,10,0
96,M,52,10,0
114,M,5,10,0
114,M,7,10,0
114,M,10,10,0
38,M,5.01,10,1
114,M,7.48,10,0
114,F,2.88,10,0
114,F,3.64,10,0
114,F,4,7,0
114,M,10,10,0
114,M,4,10,0
72,M,3,10,1
128,M,4,10,1
67,M,17,10,0
114,M,15,10,1
114,M,8.54,10,0
128,F,4,10,1
72,F,2.1,10,1
114,M,0.7,11,0
114,M,0.7,11,0
114,M,0.7,11,0
114,M,0.7,11,0
114,M,0.7,11,0
114,F,0.7,11,0
114,F,0.7,11,0
114,F,0.7,11,0
114,F,18,11,0
114,F,12.8,11,0
89,F,1.8,11,1
114,F,1,11,0
114,M,1,11,0
114,M,1,11,0
114,M,1,11,0
114,M,2.2,11,0
114,M,2.6,11,0
114,M,2.2,11,0
114,F,10.6,11,0
114,M,5.1,11,0
114,M,11.4,11,0
114,M,7,11,0
114,M,2.2,11,0
114,M,13,11,0
114,F,3.7,11,0
114,F,4.7,11,0
114,F,15.1,11,0
114,F,8,11,0
114,F,6,11,1
114,M,2,11,0
114,F,4,11,0
114,M,4,7,0
126,F,15,11,0
114,F,15,11,0
69,F,20,11,1
114,F,1.32,11,1
114,F,1.69,11,1
114,F,3,11,1
114,M,10,11,0
114,F,3,11,0
114,F,3,11,0
114,M,4,11,0
114,M,10,11,0
114,F,10,11,1
114,F,15,11,0
114,F,2.5,11,1
72,M,4,8,0
114,M,2.1,11,0
114,F,1.8,11,0
114,M,1.9,11,0
114,F,2,11,1
114,F,2,11,0
114,F,1.6,11,1
114,M,9.7,11,0
114,M,5,11,0
114,M,10.5,11,0
50,M,14,11,1
128,M,3,11,1
114,F,11,11,0
96,M,20,11,0
128,M,5.7,11,0
114,F,4.5,7,0
67,F,17,11,0
114,F,7.2,18,0
114,F,3,11,1
101,M,6.2,11,1
114,M,0.5,11,0
114,M,4.5,11,0
128,M,4,11,0
114,F,7,11,0
114,M,2,11,1
114,M,1.7,11,1
114,F,9.1,11,0
101,M,2.8,11,0
114,F,8.5,7,0
128,M,4.2,11,0
114,M,5,12,0
114,F,7,12,0
67,F,7,12,0
114,M,5,12,0
114,F,10,12,0
114,F,0.5,14,0
114,F,0.5,14,0
114,M,0.5,14,0
114,M,0.5,14,0
114,F,0.5,14,0
114,F,0.5,14,0
128,M,4,12,1
114,Q,10,12,0
114,M,2.5,12,0
114,F,1,7,1
114,F,1,7,0
114,F,6,7,0
114,F,4,7,1
114,F,4,7,1
114,F,4.5,12,0
114,M,3,12,0
114,M,3,12,0
114,M,2,12,0
114,M,3,12,1
114,F,3,12,1
114,F,3,12,1
114,F,10,12,0
114,M,2,12,0
114,M,4.5,12,0
114,M,1,12,0
114,M,1,12,0
114,F,1,12,0
114,F,1,12,0
114,M,25,12,0
114,M,4,12,1
114,F,4,12,1
114,M,3.8,12,1
114,F,13,12,0
114,M,7,12,0
72,F,4,12,1
114,M,5,12,1
114,F,10,12,1
114,F,8,12,1
101,M,5,12,1
114,M,3,12,1
114,M,3,12,1
114,F,2,12,1
114,F,2,12,1
114,F,2,12,1
114,M,8,12,1
114,F,8,12,1
114,M,10,12,1
114,F,4.8,9,0
114,F,6.2,9,1
114,F,7,9,1
128,M,6,9,1
72,M,4,9,1
128,M,0.8,9,1
114,F,1,7,0
114,M,4,7,0
114,Q,2.7,12,0
114,Q,2.4,12,0
114,Q,2.5,12,0
114,M,2.5,12,0
114,F,2.8,12,0
114,M,1.6,12,1
114,F,4.01,7,0
72,F,2.5,7,1
114,F,3.7,7,0
67,M,15,12,0
114,F,3,12,1
101,M,4,12,0
89,F,3,12,1
114,F,10,12,0
114,M,1,12,0
114,F,11,7,1
114,M,3.3,7,1
114,M,3.5,7,1
114,M,3.4,7,1
114,F,3.4,7,1
114,F,3.3,7,1
114,F,5,12,1
114,Q,5,12,1
114,Q,4,12,1
32,F,3,12,1
72,M,4.5,12,0
114,F,7.34,9,0
114,M,2.39,9,0
114,M,2.38,9,0
114,M,2.37,9,0
114,F,2.36,9,1
114,M,2.35,9,0
114,F,5,12,0
114,M,0.5,12,1
114,M,0.5,12,1
114,M,0.5,12,1
54,F,27.5,12,1
114,M,8.4,12,1
114,M,3.2,12,1
114,F,9.7,12,1
114,F,15,12,1
114,M,8,12,1
114,F,12,12,1
114,F,4,12,0
114,F,3.8,12,1
114,F,9.7,12,0
72,M,4,12,1
32,M,5,10,0
101,F,4.3,7,0
72,F,3.5,7,0
27,M,13,7,1
128,F,5,7,0
114,M,2.2,12,1
72,M,4,12,1
114,F,3,12,1
114,M,3.7,12,1
114,M,1.2,12,1
128,M,4,12,1
69,F,30,12,1
69,M,30,12,1
101,F,5,12,1
114,F,4.5,12,1
128,M,3,12,1
89,M,3.85,12,1
128,F,3.75,12,1
128,M,3.25,12,1
114,F,3,12,1
67,M,15,12,1
114,M,0.4,10,0
114,F,0.4,10,0
114,M,0.4,10,0
114,M,1.5,11,0
72,F,2.3,14,1
114,F,12.3,14,0
114,M,9,10,0
114,F,4.8,10,0
114,M,20,10,1
114,M,7.1,10,0
114,F,5,10,0
114,M,4,7,0
128,F,4,10,0
128,M,3.2,10,1
114,M,3,11,1
114,F,4,7,0
114,F,10,7,0
114,M,9,11,1
114,Q,10,11,0
128,F,3.9,11,1
150,F,25,11,0
150,F,30,11,1
114,M,13.2,11,0
114,M,4.8,11,0
114,M,5,11,0
67,M,25,11,1
67,M,18,11,0
114,F,13.5,12,0
114,F,10.7,12,0
114,F,12.5,12,0
114,M,15.3,12,0
114,M,1.5,12,0
114,M,23.6,12,0
114,F,29.5,12,0
114,F,3.6,12,0
114,F,3.7,12,0
114,M,4,12,0
114,F,3.9,12,1
114,F,3.9,12,1
108,F,7,12,1
124,M,5,12,0
114,M,5,12,0
114,F,10,12,0
72,M,4,12,1
114,M,7,14,0
114,M,1.8,12,1
32,M,4.3,12,1
114,M,5,12,0
128,M,5,12,0
128,F,3,12,1
114,F,11,12,1
114,M,7,9,1
114,F,5,14,0
123,F,6,12,1
72,F,2.5,12,1
32,F,3.8,12,1
114,F,9,12,0
114,F,20,12,0
125,M,9.6,12,0
114,F,10,12,0
114,M,16,9,0
114,F,17,9,0
114,F,3,9,0
114,M,3,9,0
114,M,4,9,0
114,F,2,9,1
114,M,3,9,0
114,F,2,9,1
125,F,7,9,1
90,F,10,9,1
114,F,3.8,12,0
114,F,0.8,12,0
114,F,0.8,12,0
114,F,1.5,12,0
114,F,18,12,0
114,M,1.8,12,0
114,F,6.7,12,0
72,F,4,12,0
72,F,3.8,12,0
114,M,5.8,12,0
114,F,2,12,1
114,M,13.5,12,0
114,M,5.7,12,0
114,F,5.1,12,0
54,F,36,12,0
128,F,3,12,1
67,M,15,12,0
114,M,27,12,0
113,F,2.5,12,1
114,F,7.45,12,0
114,M,2.17,12,0
72,M,4,12,1
114,M,8,12,1
114,F,15,12,0
114,F,15,12,0
114,M,1,12,1
113,M,4.3,12,0
101,M,6.4,12,0
114,M,9.9,12,0
114,M,3.6,12,0
128,F,3.8,12,1
125,F,10,10,1
114,M,1.2,10,1
114,M,7.5,10,1
114,M,7.4,10,0
101,M,4,13,0
114,Q,3,10,0
114,Q,3,10,0
114,F,1.2,10,1
114,M,1.2,10,1
114,F,1.3,10,1
114,F,1.2,10,1
114,F,1.3,10,1
114,M,1.2,10,1
114,F,0.7,10,1
114,M,11,10,0
114,M,9,10,0
114,F,3,10,0
114,M,3,10,0
114,F,2,10,0
114,F,2,10,0
114,F,2,10,0
114,F,0.91,10,1
114,F,0.9,10,1
114,F,3.7,10,1
114,M,5,10,0
114,F,5,10,0
114,F,5,10,0
114,M,15,10,0
72,F,5,10,1
114,Q,5,10,0
13,M,15,10,0
114,M,5,10,0
114,F,15,10,0
114,M,10,10,0
114,M,5,10,0
114,M,15,10,0
54,M,15,10,0
54,M,15,10,0
20,F,5,10,1
114,M,15,10,0
114,M,10,10,0
114,F,5,10,0
114,M,5,10,0
114,F,5,10,0
114,F,5,10,0
114,F,10,10,0
114,M,10,17,0
114,F,3,10,1
114,F,3,10,1
114,F,5,10,0
114,F,1.2,10,1
114,F,1.2,10,1
114,M,1.2,10,1
114,M,6,10,1
114,F,6,10,1
128,F,5.2,9,0
114,F,4,9,1
114,M,16,9,0
90,M,5,9,1
114,M,4,10,0
114,F,2,7,0
67,F,8,7,0
114,M,5,10,0
72,F,3,10,1
32,F,2,10,0
114,F,6,10,0
114,M,4,10,0
54,M,25,10,1
114,M,3,10,0
103,M,15,10,0
114,F,4,10,0
101,M,4.9,10,1
114,F,3.5,10,1
114,M,3.5,10,1
67,M,18.5,10,1
72,M,3.5,10,1
50,M,10,10,1
114,M,3.5,10,1
114,F,7.8,10,0
114,F,3,10,1
128,M,4.5,10,1
114,M,15,10,0
54,F,18,10,1
114,M,12,10,0
114,M,4,10,0
114,F,4,10,0
114,M,8,13,0
114,M,9,13,0
114,F,4,10,0
87,M,6,10,1
114,F,12,10,1
114,F,5,11,1
128,M,6,10,1
114,F,9.5,10,1
128,M,5.5,10,1
69,F,24.55,9,0
69,M,33.27,9,0
114,F,5,10,0
114,M,5,10,0
114,F,15,10,1
114,F,20,10,1
114,M,11.5,10,1
114,F,10.2,10,0
114,M,6.4,10,1
128,M,4.6,10,1
20,M,9.2,10,1
32,M,2.7,10,1
114,F,5,10,0
114,M,12,10,1
114,M,7,10,0
114,M,8,10,0
146,M,32,10,1
13,M,11.5,10,1
38,M,8.72,10,1
72,F,3.8,10,1
114,M,25,13,0
89,F,3,13,1
114,M,3,10,1
114,M,3,10,1
114,F,6,10,0
114,M,8,7,0
114,M,13,7,0
114,M,4.1,7,0
114,M,9,10,1
101,F,4,10,1
114,M,8,10,1
114,F,2,10,1
89,M,2.92,10,1
128,M,5,10,1
114,M,8,10,1
114,M,3,10,1
128,M,2.5,10,1
114,M,9,10,0
114,F,8,10,0
114,M,8,10,0
114,M,6,10,0
114,M,11,10,0
69,M,35,10,1
114,M,18,10,1
128,M,4,10,1
128,M,2.8,10,1
114,F,16,10,0
114,M,13,10,0
114,M,20,12,0
114,F,23.1,14,1
114,F,2.4,14,0
114,M,4.5,14,0
114,M,10,14,0
72,M,4,10,1
114,M,3,10,0
114,F,3,10,0
114,F,3,10,0
114,F,5,10,0
114,M,5,10,1
114,M,10,10,0
114,M,5,10,0
128,F,2,10,1
114,F,8,7,0
114,Q,4,11,0
114,F,9,11,1
114,F,3,11,0
89,M,2.5,11,0
114,F,2,9,1
114,F,6,9,1
114,F,15,9,1
114,M,20,14,0
114,M,20,14,0
114,F,25,12,1
22,M,7,12,0
128,F,8,12,1
114,M,4.2,12,1
128,F,3.8,12,1
108,F,7.6,12,1
72,M,3.2,12,1
114,M,3.2,12,0
114,F,9.1,10,0
114,F,8.9,10,0
114,M,20,10,0
114,M,5.8,10,0
101,F,3.5,10,0
114,F,17,10,0
114,M,3,10,0
114,M,8.7,10,0
114,F,10,10,0
114,M,11.5,10,1
114,F,12.5,10,1
114,M,11.8,10,1
114,M,4.9,9,0
99,M,9.2,9,1
114,F,2,10,0
114,F,2,10,0
114,M,2.5,10,1
114,F,2.5,10,1
114,F,7,10,1
114,F,13,10,1
114,F,0.72,10,1
114,M,0.72,10,1
114,M,0.72,10,1
114,M,0.72,10,1
114,M,0.72,10,1
114,M,5.3,10,0
69,F,30,10,1
114,F,4,10,0
54,M,30,10,1
114,F,4,10,1
128,M,4,10,0
114,F,10,10,1
114,F,10,10,1
114,M,7,10,1
114,F,7,10,0
114,M,5,10,1
114,M,2.16,7,0
114,M,3.4,7,0
34,M,7,10,1
124,M,5,10,1
114,M,1.9,10,1
114,M,4,10,1
114,M,4,10,0
72,F,3.7,10,0
114,F,13,10,0
128,M,3.2,10,0
114,M,9.9,10,0
114,M,14,10,0
114,M,17,10,0
114,F,15,10,0
114,F,15,10,0
114,F,20,10,0
114,F,8.4,10,0
114,F,5.8,10,0
114,F,20,10,0
114,M,1.8,10,0
114,M,1.7,10,0
114,M,1.7,10,0
114,F,9.2,10,0
114,M,8.4,10,0
114,M,5,10,1
114,F,6.7,10,1
114,M,2,10,1
114,M,2.1,10,0
114,F,2.6,10,0
101,M,5,10,0
128,M,4.5,10,0
72,M,3.7,10,0
114,M,9.2,10,0
114,F,4.8,10,0
114,M,9,7,0
205,M,15,10,1
114,M,18,10,0
114,M,1,10,1
114,M,20,10,0
114,F,15,14,0
32,F,2.5,10,0
114,M,9,10,0
114,M,5.64,10,1
72,M,4.5,10,0
114,F,2,10,1
114,F,4,10,1
114,F,3.7,10,0
114,M,3,10,1
101,M,5.9,10,0
114,M,18,10,0
114,M,15,10,0
114,F,6.1,10,0
72,M,2.8,10,1
114,F,6,14,0
114,F,2,14,1
114,F,2,14,0
114,F,3,10,1
114,M,15,10,1
114,M,15,10,1
114,M,2,10,0
114,F,5,10,0
32,M,2.8,10,1
114,M,7,14,0
114,M,20,10,1
114,M,25,10,1
114,M,5,10,1
114,Q,6,10,0
114,M,6,10,0
114,Q,3,10,0
114,M,1,10,0
114,M,7,10,0
114,M,11,10,0
114,Q,7,10,0
114,F,10,10,0
114,F,6,10,0
114,F,6,10,0
114,M,2,10,0
103,M,25,10,1
142,M,20,10,1
114,F,6,10,0
114,M,5,10,0
114,M,3,10,0
56,M,14,10,1
56,F,17,10,1
114,M,3,10,0
128,M,8,10,1
114,M,15,10,0
114,M,13,10,1
101,M,4.2,10,1
128,F,3.5,10,1
114,F,5,10,0
114,F,6,11,1
114,M,7,11,1
114,F,10,10,0
114,F,5,10,1
114,F,5,10,1
114,F,6,10,1
114,M,12,10,1
114,F,9,10,1
114,M,7,10,1
114,F,7,10,1
114,F,8,10,1
114,M,6,10,0
114,M,6,10,0
114,F,6,10,0
67,M,20,9,0
114,F,1,9,1
114,M,20,9,1
114,F,4,9,0
114,M,4,7,0
114,M,1,7,0
114,F,8,7,0
114,M,8,7,0
114,M,10,7,0
114,M,4,7,0
114,Q,5.5,10,0
114,Q,3.5,10,0
114,M,1.1,10,0
114,M,4,10,1
114,M,3,10,1
114,M,5.4,10,0
114,F,7.2,10,0
114,M,2.1,8,0
114,F,4.6,8,0
114,F,6.5,8,0
114,M,7,11,0
114,M,4,10,0
32,F,4,7,0
114,M,10,10,0
114,F,0.6,10,0
114,M,1,10,1
114,F,2.5,10,1
114,F,2.35,9,0
128,M,3.75,9,0
114,F,6.83,9,0
114,M,6.88,9,0
67,F,14.26,9,0
114,F,1.6,10,1
114,F,1.8,10,1
114,F,11,10,0
124,M,7,10,1
114,M,23,10,0
114,M,6,10,1
128,M,4.8,10,1
114,M,10,10,0
128,F,3,14,1
114,F,4.8,10,0
114,M,1.2,10,1
114,F,1.1,10,1
114,M,1.6,10,1
114,M,1.5,10,1
114,F,3.8,10,1
114,F,7.8,10,1
114,M,22,10,0
114,M,20,10,1
114,F,15,10,0
114,M,2.8,7,1
114,M,6.2,7,0
114,M,3.5,7,0
114,M,0.3,7,0
114,M,0.3,7,0
114,M,0.3,7,0
114,M,0.3,7,0
114,M,0.3,7,0
114,M,0.3,7,0
114,F,0.3,7,0
114,F,0.3,7,0
114,F,14,7,0
114,M,6.2,7,0
114,M,20.5,7,0
114,M,4.5,7,0
114,M,4.8,7,0
114,F,4,7,0
114,M,3.5,7,0
114,F,3.2,7,0
114,F,3.1,7,0
114,F,6.5,7,0
101,M,4,7,1
124,M,6.2,7,0
114,M,5,12,0
22,M,5,14,0
18,M,3.98,10,1
101,F,4,10,0
114,F,2.1,10,1
114,M,2.72,10,1
114,M,2.8,10,1
114,F,2.1,10,1
114,F,2.3,10,1
114,M,2.5,10,1
114,F,2.86,10,1
114,M,4.7,10,1
114,M,2.5,10,1
114,M,12,10,0
96,M,18,10,1
72,M,5.5,10,0
114,F,15,10,1
72,F,3.5,10,1
113,M,2.2,10,1
128,F,7,10,1
114,F,2,10,1
128,F,7,10,1
114,F,4.38,11,0
89,F,4,10,1
114,F,6,10,0
67,F,20,10,0
67,M,14,10,1
101,F,5,10,0
114,M,25,10,0
114,F,20,10,0
114,M,3,10,1
69,F,20,10,1
69,M,20,10,1
104,F,15,10,0
114,F,6,10,1
113,F,3.2,10,1
114,F,3,7,0
114,F,3,7,0
114,F,5,7,0
114,M,3,7,0
114,F,4,10,1
114,F,2.7,10,0
114,M,3.6,10,0
114,F,4.9,10,0
114,F,1.8,10,1
114,F,3,10,1
114,M,3,10,0
114,M,15,10,1
114,F,15,10,0
124,M,6.5,10,0
114,F,5,10,0
128,M,3.4,10,0
72,M,4.2,10,0
114,F,4,10,0
114,F,5,10,0
114,F,2.5,10,0
32,M,2.9,10,1
113,F,3.6,10,1
114,F,2.8,9,1
124,F,3.5,9,0
113,M,2.8,9,1
114,F,17,9,0
114,M,5,9,1
32,M,3,10,1
114,M,3.5,10,1
72,M,4,10,1
114,M,1.4,10,1
72,M,6.5,10,1
67,M,25,10,1
124,M,9.5,10,1
114,M,8.32,11,0
114,F,14.98,11,0
114,F,3,10,0
114,M,3,10,0
114,F,15,10,0
114,F,15,10,0
114,F,10,10,0
114,F,8.1,10,0
114,M,7,7,0
114,M,7,7,0
114,Q,8,12,0
114,M,8,12,0
114,M,7,12,0
99,M,25,12,1
72,F,6.8,12,0
114,M,19.28,12,0
114,M,8.34,12,0
114,M,4.22,12,0
114,M,18,9,0
114,M,7,10,0
114,F,5,10,0
114,F,2.4,7,0
114,F,2.3,7,0
114,M,2.38,7,0
114,F,4,7,0
114,F,5,10,1
114,M,13,10,1
77,M,6,10,1
67,F,13,10,0
114,F,18,10,1
114,M,0.5,10,1
114,F,7,10,0
89,F,5,10,1
114,M,3,10,1
114,M,13,10,1
67,F,13,10,0
114,M,14,10,0
114,M,2,7,1
46,F,8,7,1
54,F,21,10,1
114,M,5,10,0
114,M,16.2,10,0
114,M,18,10,0
114,M,3.4,10,0
114,M,2.4,10,0
114,M,8.5,10,0
114,M,12.1,10,0
114,M,6,7,0
114,M,20,10,1
72,F,3,10,0
67,F,20,10,1
67,M,25,10,0
72,M,3.5,10,0
38,F,7.5,10,1
114,F,3.5,10,0
114,F,8,10,1
114,F,3,10,0
160,M,12,10,1
77,M,2,10,1
114,M,2,10,1
32,M,4.4,10,1
114,M,1.6,10,0
113,M,4.1,10,0
90,F,5.5,10,1
114,F,0.77,10,1
114,F,2,10,0
114,M,2,10,1
114,F,15,9,1
103,F,15,10,0
72,F,3.7,10,1
114,M,21,10,0
114,F,3.3,10,1
114,F,3,10,0
114,F,3,10,1
114,F,3,10,0
114,F,4,10,0
114,F,2,10,0
114,M,2,10,0
72,M,2,9,1
128,F,4.4,9,1
114,F,6,9,0
114,F,1,10,1
114,M,1.4,10,1
114,M,1.4,10,1
114,M,1.5,10,1
114,F,1.3,10,1
114,F,1.4,10,1
114,M,8,10,0
128,M,4,9,1
114,F,14,10,0
114,F,2,10,1
72,F,1.7,10,0
114,F,3,9,0
114,M,3.4,9,0
72,F,4,12,1
128,F,8,10,1
72,M,4,10,1
72,M,4.9,10,1
114,M,8,10,0
114,F,4.9,10,1
38,F,3.9,10,1
114,M,3.61,10,0
114,M,6,10,0
128,M,4,11,0
114,F,10,10,0
114,F,10,10,0
114,F,20,10,0
114,M,7,7,0
114,M,7,7,0
114,M,8,7,0
114,M,7,7,0
114,M,6.7,11,0
114,M,5,12,1
114,Q,6,12,0
114,Q,4,12,0
114,F,5.5,12,1
114,F,3,14,1
114,F,1,9,1
114,F,10,9,0
114,M,10,10,1
89,F,4,10,0
114,F,5,10,0
114,F,12,10,0
128,M,4,10,0
114,F,15,10,1
114,F,13.8,10,1
114,F,19.5,10,0
114,M,6.2,10,0
34,F,15,10,0
114,F,1.9,10,0
114,F,11.7,10,0
114,F,11.6,10,0
114,M,8.6,10,0
114,F,11.6,10,0
114,M,23,10,0
114,F,9.4,10,0
114,F,7.3,10,0
114,F,7.5,10,0
114,F,19,10,0
114,F,22,10,0
114,F,16,10,0
114,F,1,6,1
114,M,3,10,1
96,F,17,10,1
114,M,7,10,0
114,M,5,14,0
114,M,6,14,0
114,M,3,10,0
114,M,3,10,0
114,F,3,10,0
114,F,3,10,0
114,F,7,10,0
114,M,1.5,10,1
114,M,1.6,10,1
72,F,3.5,10,1
125,M,5.8,10,1
105,M,20,10,1
114,M,1.8,10,1
114,F,22,10,0
128,M,6.7,10,0
38,M,6.9,10,0
114,F,5.9,10,0
114,F,12,10,0
89,F,2,10,0
72,F,2,10,1
114,F,2,10,0
114,F,2,10,0
124,F,7,10,0
114,M,5,10,0
32,M,1,10,1
72,M,4,10,0
114,F,9,10,1
128,M,6,10,0
114,F,10.2,10,0
114,M,1.5,10,1
114,M,7.3,21,0
114,M,4,10,0
34,M,23,10,0
114,M,6.2,10,0
20,F,13,8,1
114,F,15,10,0
114,M,5,10,0
114,F,6,10,0
114,M,2,9,1
114,F,3,9,1
128,F,6,9,1
114,F,2.5,10,0
114,F,3.6,10,0
114,M,3,10,0
114,M,3,10,0
72,F,8,9,0
114,M,10,10,0
114,F,12,10,1
114,M,6,10,0
114,M,4.7,10,0
114,F,7.8,10,0
114,F,1.5,10,1
114,M,1.4,10,0
114,M,1.4,10,0
114,F,1.8,10,0
114,M,1.8,10,0
114,F,1.7,10,0
114,M,2,10,0
114,M,2,10,0
108,M,12,10,1
128,M,5.1,10,0
124,M,4.4,10,0
89,M,1.7,10,1
128,F,5.4,10,1
114,F,2.2,10,0
114,F,8,14,0
114,F,6,14,0
114,F,1,14,0
114,F,1,14,0
123,F,5,10,1
114,F,5,10,1
89,M,4,10,1
114,F,6,10,0
114,M,0.7,10,1
114,M,5,10,0
114,F,2,10,1
114,F,2,10,1
114,M,15,10,0
67,F,14,7,1
114,F,2,10,1
114,F,2,10,1
114,F,2,10,1
114,F,3,11,1
108,F,5,10,1
114,M,6,10,1
128,F,2,10,1
114,M,2,10,1
114,F,3,10,1
114,M,21,10,1
114,F,20,10,1
114,F,1.3,10,1
114,F,4.8,10,1
114,F,4.4,10,1
114,F,6.8,10,1
114,M,2,10,1
114,F,2,10,1
32,M,2.8,10,1
77,M,5.5,10,1
114,M,17,10,0
114,M,5,10,0
114,M,3,7,0
101,F,3,7,1
114,M,6,7,0
114,F,2,10,1
114,F,3.5,10,1
128,F,5,10,0
114,M,6,10,0
114,F,12,10,0
114,M,4,10,0
114,M,9,10,1
114,F,0.5,10,0
114,M,0.5,10,0
114,M,0.5,10,0
114,M,0.5,10,0
114,F,3,10,0
114,F,2.8,10,0
114,F,4.6,10,1
125,F,10,10,1
101,M,6.64,10,0
101,F,8,10,1
128,M,8,10,0
114,F,3,10,0
114,F,6,10,1
114,F,2.72,10,1
72,M,2.5,10,1
114,F,3,10,1
72,M,5,10,1
101,M,5,10,1
128,M,5,12,0
114,M,20,10,1
114,M,3,10,1
114,M,6,10,0
114,F,0.7,7,0
114,M,0.6,7,0
114,F,0.6,7,0
114,F,0.7,7,0
114,M,0.6,7,0
114,M,0.7,7,0
114,M,0.7,7,0
50,F,10,10,0
114,F,1,10,1
114,F,1.2,10,1
114,F,1.45,10,1
114,F,1.45,10,1
114,F,1.45,10,1
114,M,0.82,10,1
114,M,1.18,10,1
114,M,6,7,0
114,M,6.7,7,1
32,F,2,10,1
18,M,5,10,1
113,M,2.2,10,1
114,F,2.4,10,0
113,F,1.5,10,0
114,F,2.9,10,1
32,F,3.25,10,1
72,M,3.2,10,1
72,F,5,10,1
72,M,3,10,1
114,F,5,10,1
114,M,3.5,10,1
114,F,3,11,1
72,M,5.17,10,1
128,F,3.2,11,1
114,M,10,12,0
114,M,8,12,0
114,M,4,12,1
114,M,3,12,0
128,M,6,12,0
114,M,17,12,0
114,F,3,14,1
114,M,4,14,0
114,F,25,12,1
114,M,20,12,0
38,F,3,12,1
67,M,25,10,1
114,M,16,6,0
114,F,1,6,1
114,F,1,6,1
72,M,4,10,1
114,M,1.2,10,0
114,F,8,10,1
101,F,3.4,10,1
89,M,1.9,7,1
114,M,20,10,0
54,F,11,10,1
128,M,4.9,10,1
114,F,13,10,0
114,M,14.6,10,0
114,F,2.1,10,0
114,F,3.4,10,0
114,F,3.6,10,0
114,F,17.2,10,0
114,F,4,10,0
114,M,6.2,10,0
114,M,7.5,10,0
114,F,13,10,0
114,M,3.5,10,0
114,M,3.2,10,0
114,F,3.2,10,0
114,F,3.3,10,0
114,M,3.6,10,0
114,F,12,10,0
114,F,3.5,10,0
114,F,2,10,0
114,M,2,10,0
114,F,2.3,10,0
114,M,2.6,10,0
114,F,12.8,10,0
114,F,2,10,0
114,M,8,10,0
114,F,8,10,0
114,M,20,10,1
114,M,20,10,1
114,M,5.5,10,0
114,F,5.5,10,0
114,M,5,10,0
114,M,5,10,1
114,F,20,10,1
114,M,4,10,0
114,M,4,10,0
114,M,2,10,1
128,M,5,10,1
114,M,7,10,0
114,M,4,14,1
114,M,10,14,1
114,M,3,10,1
114,F,2,10,1
114,M,7,10,0
114,M,5,10,0
128,M,2.5,10,1
114,F,5,7,1
114,M,0.1,7,1
114,F,0.1,7,1
114,F,5.1,10,0
114,F,4.8,10,0
114,F,6.3,10,0
114,M,20,10,0
114,F,33,10,0
114,F,25,10,0
114,M,26,10,0
114,M,7.5,10,0
114,F,5.9,10,1
128,M,7,10,0
114,F,2.3,10,0
114,M,6.7,10,0
114,M,3,10,0
114,F,15,10,0
89,M,3.6,10,1
128,M,4.7,10,1
114,F,18,10,0
114,M,14,10,0
114,M,1.7,10,1
114,F,1.7,10,1
72,F,3.9,10,0
128,F,3.1,10,0
128,F,2.7,10,1
113,F,6.7,10,0
114,F,3.8,7,0
89,F,2,10,1
114,F,5.2,10,0
114,M,7.3,10,0
114,M,9.9,10,0
114,M,20,10,1
114,F,5,10,1
114,F,5,10,1
114,F,8.5,10,0
114,F,6,10,0
114,F,1.61,10,1
114,M,6.41,10,0
67,M,3.65,10,1
128,M,4,10,1
114,F,8,10,0
114,M,15,10,0
38,M,3,10,1
32,M,4,10,1
114,F,0.4,10,1
114,F,3.44,10,1
114,F,6.5,10,0
114,F,7,11,0
114,F,7,11,0
114,M,7,11,0
114,F,1,11,0
114,M,0.5,14,0
114,M,0.5,14,0
114,F,0.5,14,0
114,F,0.5,14,0
114,F,0.5,14,0
114,F,0.5,14,0
114,F,10,14,0
114,F,8,14,0
114,F,4.7,11,1
128,M,3.5,11,1
114,M,7,7,0
114,M,5,11,0
114,M,4,11,0
114,F,6,11,0
114,M,15,11,0
114,M,4.5,11,0
114,M,3,11,0
114,M,3,11,1
114,M,7,11,0
114,F,8.6,11,1
114,F,8.4,11,1
114,F,13,11,1
114,F,5,11,0
114,F,15,11,1
128,M,3,11,1
114,M,10,11,1
114,F,2.6,11,1
128,M,6.8,11,1
77,M,5.8,11,1
72,M,1.1,11,1
114,M,1.2,11,1
114,M,1.2,11,1
114,F,1.5,11,1
114,F,15,11,1
114,M,5,11,0
114,F,4.3,11,1
114,M,17,11,1
72,M,2,11,1
114,F,8,11,0
114,M,13,11,0
114,M,3.86,7,0
114,M,1,7,0
114,F,1,7,0
114,F,1,7,0
114,M,1,7,0
114,F,1,7,0
114,M,1,7,0
114,M,0.8,7,1
114,F,1,7,0
114,M,1,7,0
114,F,1,7,0
114,M,0.96,7,0
114,F,4.8,7,0
114,F,5.1,7,0
114,M,7,11,1
128,F,4,11,0
114,M,6,11,0
114,F,1.5,11,0
114,F,1.5,11,0
114,F,1.5,11,0
114,F,1.5,11,0
114,M,1.5,11,0
114,M,1.5,11,0
114,F,2.5,11,0
114,F,2.5,11,0
114,F,1.5,11,0
114,F,1.5,11,0
114,F,1.5,11,0
114,F,1.5,11,0
114,F,1.5,11,0
114,M,1.5,11,0
114,M,1.5,11,0
114,F,7,11,0
